Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"16/01/2012","6 Castle Court, Church Road, Carrigaline","","Cork","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","61 Dara Court, Celbridge","","Kildare","€157,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","65 Bremore Castle, Balbriggan","","Dublin","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","71 Brighton Square, Rathgar, Dublin 6","","Dublin","€400,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","71 CLAREMONT ESTATE, NAVAN","","Meath","€38,380.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","76  Baron Park, Clonmel","","Tipperary","€60,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","77 Colepark Drive, Ballyfermot, Dublin 10","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","77 Grangewood, Rathfarnham, Dublin 16","Dublin 16","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","86 Shanagarry, Milltown","Dublin 6","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","94 95 97 99 Royal Canal, Ardmore Road, Ballinderry Mullingar","","Westmeath","€200,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/01/2012","Apartment 19, St Lawrence's Glen, Kilmainham","Dublin 10","Dublin","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Apartment 2  Block 1, Hillview, Youghal","","Cork","€114,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/01/2012","Apartment 4, Block 1, Hillview  Youghal","","Cork","€114,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/01/2012","Avila, Claregate Street, Kildare","","Kildare","€87,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Ballymacar, New Ross","","Wexford","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Ballyregan, Churchtown South, Cloyne","","Cork","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Capoley, Portlaoise","","Laois","€142,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Cornagower West, Brittas Bay","","Wicklow","€126,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Cummeen Upper, Kilgarvan","","Kerry","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Grange Road, Rosslare Strand","","Wexford","€256,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Killagrohan, Mallow","","Cork","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","No 2, Trialough, Fanad","","Donegal","€265,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"16/01/2012","PUBBLESTOWN, KILDALKEY","","Meath","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Rossclare, 12 Belmont Park, Ballinlough","","Cork","€193,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Templetown, Carlingford","","Louth","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","The Beeches, Drumcrin, Kingscourt","","Cavan","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","The Old Schoolhouse, Glenealy","","Wicklow","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Units 100 to 107 Block F, Royal Canal  Ardmore Road, Ballinderry  Mullingar","","Westmeath","€400,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/01/2012","1 Beechpark Crescent, Castleknock, Dublin 15","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","10 Coolatree Road, Beaumont","Dublin 9","Dublin","€307,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","11 Sli Na Malaoise, Rathkeale","","Limerick","€65,400.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","13 Garvillw Road, Rathgar, Dublin 6","","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","13 glencarrig drive, firhouse, tallaght","","Dublin","€241,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","15 Avoncore Place, Midleton","","Cork","€71,367.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","15 Ostman Place, Stoneybatter, Dublin 7","","Dublin","€85,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","16 Rathmeel Lawns, Ballina","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","23 GLENBARROW, PORTLAOISE","","Laois","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","26 Marlfield Mall, Kiltipper","","Dublin","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","27 Riverwood Gardens, Castleknock","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","3 Rockchapel Mews, Lott Lane, Kilcoole","","Wicklow","€229,075.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/01/2012","4 Croughtamore Gardens, Pouladuff Road, Cork","","Cork","€116,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","4 Grove Street, Roscrea","","Tipperary","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","4 Redesdale Court, Mount Merrion","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","41 Cartur Mor, Clybaun Road","","Galway","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","6 Military Row, Cavan","","Cavan","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","63 Marlborough Court, Marlborough Street","","Dublin","€92,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","65 Ard Cian Park, Swords, County Dublin","","Dublin","€124,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","65 Beneavin Road, Glasnevin, Dublin 11","Dublin 11","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","7 dowland road, walkinstown, dublin 12","","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","7 Sliabh View, Shannagh, Mohill","","Leitrim","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","8 Johnsbridge Grove, Lucan","","Dublin","€202,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","8 SHREWSBURY ROAD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€5,200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Apartment 22, 31  James's Walk, Rialto","","Dublin","€205,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/01/2012","Apartment 56 Elmfield Court, 9th.Lock, Clondalkin","Dublin 22","Dublin","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Carrigmore, Conna, Mallow","","Cork","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Carrowcur, Dromore West","","Sligo","€87,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","CLAREVILLE HOUSE, SKEHANERIN, LISTOWEL","","Kerry","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Glenbeg, Blackrock Road, Cork City","","Cork","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","KILMEANEY, KILMORNA","","Kerry","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","KIlmurray, Tullamore","","Offaly","€57,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Knockagarry, Mitchelstown","","Cork","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Mullagh Village, Ennis","","Clare","€25,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Murrough, Rahan, Tullamore","","Offaly","€114,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","No 7 Old Knockmay Road, Portlaoise","","Laois","€47,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Oldtown, County Dublin","","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Sequoia, Waterford Road, Kilkenny","","Kilkenny","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Syonan, Streamstown","","Westmeath","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","TANAVALLA, LISTOWEL","","Kerry","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","The Hill, Bridgetown","","Wexford","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","'Cruitin', No. 9 Monadreen, thurles","","Tipperary","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","'Lenco', 159 Dublin Road, Sutton","","Dublin","€100,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","104 Mountain View, Naas","","Kildare","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","11 Churchview, Arklow","","Wicklow","€93,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","11 Lakeview, Mayfield, Claremorris","","Meath","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","126 Clonkeen Road, Blackrock, Co. Dublin","","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","15 Fonthill Park, Rathfarnham, Dublin 14","","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","15 Somerset Street, Ringsend, Dublin 4.","Dublin 4","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","17 Caislean Court, Lifford","","Donegal","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","175 Ben Madigan Road, Drimnagh","Dublin 12","Dublin","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","19 Beverton Drive, Donabate, Co. Dublin","","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","20 Whitehall Park, Baltinglass, Co. Wicklow","","Wicklow","€102,706.15","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","21 Hazel Avenue, Stillorgan","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","25 Gullistan Cottages, Rathmines, Dublin6","","Dublin","€145,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","3 Chestnut Grove, Church Street, Kilcock","","Kildare","€123,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","3 Hyde's Park, Ballinacurra, Midleton","","Cork","€62,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","37 THE FAIRWAYS, ROCKSHIRE ROAD, FERRYBANK","","Kilkenny","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","4 St. Josephs Terrace, Lismire, Newmarket","","Cork","€73,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","4 Tostal Terrace, Upper Convent Hill, Bandon","","Cork","€109,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","41 Hillside Park, Rathfarnham","","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","5 Lennox Terrace, Portobello, Dublin 8","Dublin 8","Dublin","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","5 Railway Terrace, Dublin Road, Naas","","Kildare","€105,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","53 Drumfinn Avenue, Ballyfermot","Dublin 10","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","54 Laurel Ridge, Shanakiel","","Cork","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","56 Riddlesford, Bray","","Wicklow","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","58 King Street, Wexford","","Wexford","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","6 Forest Avenue, Kingswood, Tallaght","","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","6 Templecourt, Northwood, Santry","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","73 Johnstown Park, Cabinteely","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","76 Inis Orga, Bandon","","Cork","€125,550.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2012","9 Mourne Road, Drimnagh","Dublin 12","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","93 The Willows, Pollerton, Carlow","","Carlow","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Apartment 10, The Parklands, Rathfarnham","","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Apartment 12, Nenagh Manor Retirement Apartments, Nenagh","","Tipperary","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Apartment 20H, Rathbore Drive, Earlswood","","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Ballybeg, Ballinglen, Tinahealy","","Wicklow","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Ballyconry, Lisselton","","Kerry","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","BALLYNAKILLY, INCH ISLAND","","Donegal","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Ballytarsna, Cashel","","Tipperary","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Bridge View, Virginia","","Cavan","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Church Road, Freshford","","Kilkenny","€107,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Cloonaine, Coolaney","","Sligo","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Corraun, Ballyhaunis","","Mayo","€25,280.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Coundon House, Killiney Avenue, Killiney","","Dublin","€1,175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Erry, Clara","","Offaly","€38,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Fairtha, Shantonagh, Castleblayney","","Monaghan","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Frances Street, Kilrush","","Clare","€133,333.33","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Glenular, Ballycastle","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Hazelwood, Coxtown, Dunmore East","","Waterford","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Hillview, Ardee Rd, Carrickmacross","","Monaghan","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Mountscribe, Kinvara","","Galway","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","No. 1  Kilmore Manor, Kilmore, Cavan","","Cavan","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","The Forge, Bunrevagh, Aughacashel","","Leitrim","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Tristia, Goolamore","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","12  Steeple Meadow Close, Steeple Meadow, Milltown","","Kerry","€162,995.60","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"19/01/2012","12 TOGHER WAY, URLINGFORD","","Kilkenny","€30,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/01/2012","130 Le Fanu Road, Ballyfermot","","Dublin","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","14 Cois Abhainn, Leitrim Village","","Leitrim","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","15 Maple Road, Connell Avenue, Newbridge","","Kildare","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","157 Briarwood Close, Clonsilla, Dublin 15","","Dublin","€125,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","16 Ashview Drive, Sixmilebridge","","Clare","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","16 St. Colman's Park, Macroom","","Cork","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","163 Carrig Cluain, Clara Road, Tullamore","","Offaly","€137,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","19 Scanlan Park, Castleconnell","","Limerick","€36,100.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","2 ALBERT ROAD, SANDYCOVE, CO. DUBLIN","","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","2 Glenmore Green, Rathfarnham","Dublin 16","Dublin","€77,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","2 Treacey Meadows, Greeen Road, Newbridge","","Kildare","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","20 Hayfield, Model Farm Road, Cork","","Cork","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","20 mullaunmore, ballon","","Carlow","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","23 Ard na Carraige, Edenderry","","Offaly","€136,453.74","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/01/2012","25 Willow Avenue, Primrose Gate, Celbridge","","Kildare","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","26 Hollands Avenue, Kildare Road, Athy","","Kildare","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","26 Kickham Road, Inchicore, Dublin 8","","Dublin","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","30A  Peyton Close, Stoney Road, Rathcoole","","Dublin","€260,349.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/01/2012","30B Peyton Close, Stoney Road, Rathcoole","","Dublin","€288,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"19/01/2012","32 Highfield Lawn, Model Farm Road, Cork","","Cork","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","32 Mount Shannon Road, Kilmainham, Dublin 8","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","330A Kildare Road, Crumlin","","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","4 Wheatfields, Clonmel","","Tipperary","€20,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","44 Glenville Avenue, Castleknock, Dublin 15","Dublin 15","Dublin","€269,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","5 Brookfield, Mt Merrion Ave, Blackrock","","Dublin","€670,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","6 Cre Na Cille, Tynagh, Loughrea","","Galway","€152,000.00","Yes","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/01/2012","71 CURRAGH WOODS, FRANKFIELD, CORK","","Cork","€229,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","81 Galtrim Grange, Broomfield, Malahide","","Dublin","€246,700.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"19/01/2012","82 Wilfield Road, Sandymount, Dublin 4","","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","9 Dun an Oir, Milford Grange, Castletroy","","Limerick","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","9 Knighsbrook Court, Trim","","Meath","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","APARTMENT NO. 1110  LEVEL ELEVEN, VANTAGE EAST  CENTRAL PARK, LEOPARDSTOWN ROAD","","Dublin","€316,719.69","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/01/2012","Cappaghduff East, Tourmakeady, Claremorris","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","Carrigahilla, Stradbally","","Waterford","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","Cavany, Scotshouse","","Monaghan","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","Clooncarrigeen, Rossmore, Clonakilty","","Cork","€185,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"19/01/2012","Coolebawn, Mohill","","Leitrim","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","D6 Spanish Cove, Kilkee","","Clare","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","Drinane, Schull, Co. Cork","","Cork","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","Gortlandroe, Nenagh","","Tipperary","€79,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","Miltown, Dysart, Mullingar","","Westmeath","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","'Wild Rose' Cottage, North Commons, Carlingford","","Louth","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","10 Cul na Gaoithe, Cuilean, Carraroe","","Galway","€123,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","109 carrowkeel, castletroy","","Limerick","€132,158.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2012","11 Brookvale, Lucan","","Dublin","€95,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","11 Westgate Park, Wexford, Wexford","","Wexford","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","111 Shantalla Road, Beaumont, Dublin 9","","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","12 Ely Place, Crinkle, Birr","","Offaly","€84,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","12 Old Cross Square, Monaghan","","Monaghan","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","12 Rose Park, Old Hospital Road","","Wexford","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","120 Grattan Lodge, Hole in the Wall Road, Balbriggan","","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","13  Riverside Estate, Midleton","","Cork","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","13 TOGHER WAY, URLINGFORD","","Kilkenny","€30,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2012","13 TOGHER WAY, URLINGFORD","","Kilkenny","€30,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2012","132  Stanaway Road, Crumlin","Dublin 12","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","132 Rockenham, Ferrybank","","Waterford","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","14 Hunters Way, Hunterswood, Ballycullen","","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","145 COSTA NA MARA, Oranmore","","Galway","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","149 Broadford Rise, Ballinteer","","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","15 Beaufield Manor, Stillorgan, Co. Dublin","","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","16  TOGHER WAY, URLINGFORD","","Kilkenny","€30,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2012","17  GREENFIELD GROVE, ASHBOURNE","","Meath","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","17 beechwood close, bagenalstown","","Carlow","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","17 Oak Avenue, Classes Lake, Ovens","","Cork","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","17 Offington Drive, Sutton, Dublin","Dublin 13","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","191 Beauvale Park, Artane","","Dublin","€199,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","2 Eblana Villas, Arbour Hill, Dublin 7","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","2 Farrin Carraig, Duncannon, New Ross","","Wexford","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","2 John Street, Gorey, Wexford","","Wexford","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","2 Woodlawn, Archers Avenue, Kilkenny","","Kilkenny","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","20 Ard Mhuire Park, Dalkey, County Dublin","","Dublin","€855,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","20 Carrigmore Elms, Saggart, Co. Dublin","","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","20 Wyckham Park Road, Dundrum","Dublin 14","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","21 Baskin Cottages, Cloughran, Co Dublin","","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","25 Greenfield Park, Donnybrook","Dublin 4","Dublin","€2,600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","25 Kildare Road, Crumlin, Dublin 12","","Dublin","€84,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","25 Sheepmor Crescent, Blnchardstown, Dublin 15","","Dublin","€61,890.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","25 Woodpark, Ballinteer Avenue, Ballinteer","","Dublin","€269,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","27 Rosehill West, Ballinacurra, Midleton","","Cork","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","28  St. Fachtnas Terrace, Skibbereen","","Cork","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","28 Ashford Downs, Ballyjamesduff","","Cavan","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","29 Seacliff, Coast Road, Wicklow Town","","Wicklow","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
